geneID	gene_name	description	chrom	desc	start	stop	strand
29894	CPSF1	cleavage and polyadenylation specific factor 1	8	gene	145618446	145634733	-
100126351	MIR939	microRNA 939	8	gene	145619364	145619445	-
102466749	MIR6849	microRNA 6849	8	gene	145625671	145625739	-
55630	SLC39A4	solute carrier family 39 member 4	8	gene	145637798	145642279	-
51160	VPS28	VPS28%2C ESCRT-I subunit	8	gene	145648984	145653946	-
4796	TONSL	tonsoku-like%2C DNA repair protein	8	gene	145654163	145669812	-
100287098	TONSL-AS1	TONSL antisense RNA 1	8	gene	145660551	145665276	+
102466271	MIR6893	microRNA 6893	8	gene	145660934	145661002	-
50626	CYHR1	cysteine and histidine rich 1	8	gene	145674965	145691031	-
90990	KIFC2	kinesin family member C2	8	gene	145691720	145699499	+
8928	FOXH1	forkhead box H1	8	gene	145699115	145701718	-
84988	PPP1R16A	protein phosphatase 1 regulatory subunit 16A	8	gene	145703365	145727504	+
2875	GPT	glutamic--pyruvic transaminase	8	gene	145729465	145732555	+
113655	MFSD3	major facilitator superfamily domain containing 3	8	gene	145734419	145736611	+
9401	RECQL4	RecQ like helicase 4	8	gene	145736667	145743210	-
9684	LRRC14	leucine rich repeat containing 14	8	gene	145743349	145750562	+
441381	LRRC24	leucine rich repeat containing 24	8	gene	145747761	145752416	-
414919	C8orf82	chromosome 8 open reading frame 82	8	gene	145751603	145754458	-
80728	ARHGAP39	Rho GTPase activating protein 39	8	gene	145754563	145911197	-
90987	ZNF251	zinc finger protein 251	8	gene	145946294	145980970	-
80778	ZNF34	zinc finger protein 34	8	gene	145997609	146012730	-
6132	RPL8	ribosomal protein L8	8	gene	146015150	146017831	-
102465978	MIR6850	microRNA 6850	8	gene	146017316	146017376	-
340385	ZNF517	zinc finger protein 517	8	gene	146024261	146036139	+
7553	ZNF7	zinc finger protein 7	8	gene	146052903	146072893	+
28991	COMMD5	COMM domain containing 5	8	gene	146075551	146078963	-
58500	ZNF250	zinc finger protein 250	8	gene	146102336	146126846	-
7564	ZNF16	zinc finger protein 16	8	gene	146155744	146176274	-
286103	ZNF252P-AS1	ZNF252P antisense RNA 1	8	gene	146228197	146231432	+
65265	C8orf33	chromosome 8 open reading frame 33	8	gene	146277824	146281416	+
100287171	WASHC1	WASH complex subunit 1	9	gene	14511	29739	-
100422831	MIR1302-9	microRNA 1302-9	9	gene	30144	30281	+
654835	FAM138C	family with sequence similarity 138 member C	9	gene	34394	35864	-
101929127	PGM5P3-AS1	PGM5P3 antisense RNA 1	9	gene	72690	88826	+
2298	FOXD4	forkhead box D4	9	gene	116231	118417	-
55871	CBWD1	COBW domain containing 1	9	gene	121038	179075	-
157983	C9orf66	chromosome 9 open reading frame 66	9	gene	213108	215893	-
81704	DOCK8	dedicator of cytokinesis 8	9	gene	214865	465259	+
23189	KANK1	KN motif and ankyrin repeat domains 1	9	gene	470294	746106	+
1761	DMRT1	doublesex and mab-3 related transcription factor 1	9	gene	841690	969090	+
58524	DMRT3	doublesex and mab-3 related transcription factor 3	9	gene	976968	991732	+
102800446	LINC01230	long intergenic non-protein coding RNA 1230	9	gene	1048143	1048641	+
10655	DMRT2	doublesex and mab-3 related transcription factor 2	9	gene	1050346	1057554	+
6595	SMARCA2	SWI/SNF related%2C matrix associated%2C actin dependent regulator of chromatin%2C subfamily a%2C member 2	9	gene	2015219	2193624	+
401491	VLDLR-AS1	VLDLR antisense RNA 1	9	gene	2535652	2622373	-
7436	VLDLR	very low density lipoprotein receptor	9	gene	2621774	2656103	+
169522	KCNV2	potassium voltage-gated channel modifier subfamily V member 2	9	gene	2717526	2730037	+
9933	PUM3	pumilio RNA binding family member 3	9	gene	2804152	2844130	-
101929247	LINC01231	long intergenic non-protein coding RNA 1231	9	gene	3181589	3200500	+
5991	RFX3	regulatory factor X3	9	gene	3218297	3526001	-
101929302	RFX3-AS1	RFX3 antisense RNA 1	9	gene	3668086	3691756	+
169792	GLIS3	GLIS family zinc finger 3	9	gene	3824128	4300035	-
84850	GLIS3-AS1	GLIS3 antisense RNA 1	9	gene	3898646	3901248	+
6505	SLC1A1	solute carrier family 1 member 1	9	gene	4490427	4587469	+
55064	SPATA6L	spermatogenesis associated 6 like	9	gene	4598316	4666674	-
403313	PLPP6	phospholipid phosphatase 6	9	gene	4662294	4665274	+
101929351	CDC37L1-AS1	CDC37L1 antisense RNA 1 (head to head)	9	gene	4676600	4679480	-
55664	CDC37L1	cell division cycle 37 like 1	9	gene	4679553	4708399	+
50808	AK3	adenylate kinase 3	9	gene	4709556	4742043	-
10171	RCL1	RNA terminal phosphate cyclase like 1	9	gene	4792834	4861077	+
406894	MIR101-2	microRNA 101-2	9	gene	4850297	4850375	+
3717	JAK2	Janus kinase 2	9	gene	4985086	5128183	+
11172	INSL6	insulin like 6	9	gene	5163863	5185618	-
3641	INSL4	insulin like 4	9	gene	5231419	5233967	+
6019	RLN2	relaxin 2	9	gene	5299864	5304611	-
6013	RLN1	relaxin 1	9	gene	5334932	5339873	-
55848	PLGRKT	plasminogen receptor with a C-terminal lysine	9	gene	5357966	5437937	-
29126	CD274	CD274 molecule	9	gene	5450503	5470567	+
80380	PDCD1LG2	programmed cell death 1 ligand 2	9	gene	5510545	5571282	+
57589	RIC1	RIC1 homolog%2C RAB6A GEF complex partner 1	9	gene	5629119	5776557	+
79956	ERMP1	endoplasmic reticulum metallopeptidase 1	9	gene	5784572	5833081	-
2315	MLANA	melan-A	9	gene	5890909	5909822	+
158358	KIAA2026	KIAA2026	9	gene	5919008	6008003	-
100616288	MIR4665	microRNA 4665	9	gene	6007826	6007904	+
26953	RANBP6	RAN binding protein 6	9	gene	6011019	6015640	-
90865	IL33	interleukin 33	9	gene	6215149	6257983	+
89882	TPD52L3	tumor protein D52 like 3	9	gene	6328349	6331900	+
115426	UHRF2	ubiquitin like with PHD and ring finger domains 2	9	gene	6413151	6507054	+
2731	GLDC	glycine decarboxylase	9	gene	6532464	6645692	-
23081	KDM4C	lysine demethylase 4C	9	gene	6720863	7175648	+
90871	TMEM261	transmembrane protein 261	9	gene	7796490	7799806	-
5789	PTPRD	protein tyrosine phosphatase%2C receptor type D	9	gene	8314246	10612723	-
101929407	PTPRD-AS1	PTPRD antisense RNA 1	9	gene	8858018	8861727	+
105375972	LOC105375972	uncharacterized LOC105375972	9	gene	9799392	9803791	+
101929428	PTPRD-AS2	PTPRD antisense RNA 2 (head to head)	9	gene	10613206	10620420	+
7306	TYRP1	tyrosinase related protein 1	9	gene	12693386	12710266	+
101929467	LURAP1L-AS1	LURAP1L antisense RNA 1	9	gene	12699999	12814388	-
286343	LURAP1L	leucine rich adaptor protein 1 like	9	gene	12775012	12823059	+
106635615	SNORD137	small nucleolar RNA%2C C/D box 137	9	gene	12972554	12972632	-
8777	MPDZ	multiple PDZ domain crumbs cell polarity complex component	9	gene	13105703	13279712	-
401492	FLJ41200	uncharacterized LOC401492	9	gene	13406379	13431328	-
100113404	LINC00583	long intergenic non-protein coding RNA 583	9	gene	13927970	13945606	+
4781	NFIB	nuclear factor I B	9	gene	14081842	14398982	-
100009607	TRNAH5		9	gene	14433938	14434009	-
340481	ZDHHC21	zinc finger DHHC-type containing 21	9	gene	14611069	14693480	-
9350	CER1	cerberus 1%2C DAN family BMP antagonist	9	gene	14719731	14722715	-
158326	FREM1	FRAS1 related extracellular matrix 1	9	gene	14734664	14910993	-
158219	TTC39B	tetratricopeptide repeat domain 39B	9	gene	15170842	15307358	-
6619	SNAPC3	small nuclear RNA activating complex polypeptide 3	9	gene	15422782	15461627	+
11168	PSIP1	PC4 and SFRS1 interacting protein 1	9	gene	15464064	15511017	-
203238	CCDC171	coiled-coil domain containing 171	9	gene	15553005	15974037	+
100129385	C9orf92	chromosome 9 open reading frame 92	9	gene	16203933	16276311	-
54796	BNC2	basonuclin 2	9	gene	16409501	16870786	-
54875	CNTLN	centlein	9	gene	17134989	17503921	+
6456	SH3GL2	SH3 domain containing GRB2 like 2%2C endophilin A1	9	gene	17578952	17797127	+
92949	ADAMTSL1	ADAMTS like 1	9	gene	18474079	18910948	+
100422869	MIR3152	microRNA 3152	9	gene	18573304	18573377	+
158297	SAXO1	stabilizer of axonemal microtubules 1	9	gene	18927658	19049352	-
10670	RRAGA	Ras related GTP binding A	9	gene	19049372	19051023	+
54801	HAUS6	HAUS augmin like complex subunit 6	9	gene	19053135	19102940	-
677776	SCARNA8	small Cajal body-specific RNA 8	9	gene	19063654	19063784	-
123	PLIN2	perilipin 2	9	gene	19115759	19127604	-
55667	DENND4C	DENN domain containing 4C	9	gene	19230488	19374266	+
6194	RPS6	ribosomal protein S6	9	gene	19376254	19380235	-
340485	ACER2	alkaline ceramidase 2	9	gene	19408925	19452500	+
25769	SLC24A2	solute carrier family 24 member 2	9	gene	19507450	19787017	-
4300	MLLT3	MLLT3%2C super elongation complex subunit	9	gene	20341663	20622542	-
100616229	MIR4473	microRNA 4473	9	gene	20411146	20411236	-
100616441	MIR4474	microRNA 4474	9	gene	20502263	20502340	-
54914	FOCAD	focadhesin	9	gene	20658308	20995954	+
101929548	FOCAD-AS1	FOCAD antisense RNA 1	9	gene	20683301	20684749	-
574444	MIR491	microRNA 491	9	gene	20716104	20716187	+
401494	HACD4	3-hydroxyacyl-CoA dehydratase 4	9	gene	21003620	21031674	-
3456	IFNB1	interferon beta 1	9	gene	21077104	21077962	-
3467	IFNW1	interferon omega 1	9	gene	21140631	21141900	-
3452	IFNA21	interferon alpha 21	9	gene	21165636	21166659	-
3441	IFNA4	interferon alpha 4	9	gene	21186617	21187598	-
3444	IFNA7	interferon alpha 7	9	gene	21201468	21202204	-
3446	IFNA10	interferon alpha 10	9	gene	21206180	21207142	-
3449	IFNA16	interferon alpha 16	9	gene	21216372	21217310	-
3451	IFNA17	interferon alpha 17	9	gene	21227242	21228221	-
3448	IFNA14	interferon alpha 14	9	gene	21239201	21239978	-
3442	IFNA5	interferon alpha 5	9	gene	21304613	21305312	-
55958	KLHL9	kelch like family member 9	9	gene	21329670	21335431	-
3443	IFNA6	interferon alpha 6	9	gene	21350317	21350886	-
3447	IFNA13	interferon alpha 13	9	gene	21367371	21368075	-
3440	IFNA2	interferon alpha 2	9	gene	21384254	21385396	-
3445	IFNA8	interferon alpha 8	9	gene	21409146	21410184	+
3439	IFNA1	interferon alpha 1	9	gene	21440453	21441315	+
554202	MIR31HG	MIR31 host gene	9	gene	21454267	21559697	-
338376	IFNE	interferon epsilon	9	gene	21480838	21482312	-
407035	MIR31	microRNA 31	9	gene	21512114	21512184	-
4507	MTAP	methylthioadenosine phosphorylase	9	gene	21802635	21865970	+
51198	CDKN2A-AS1	CDKN2A antisense RNA 1 (head to head)	9	gene	21967138	21967753	+
1029	CDKN2A	cyclin dependent kinase inhibitor 2A	9	gene	21967751	21994490	-
100048912	CDKN2B-AS1	CDKN2B antisense RNA 1	9	gene	21994790	22121096	+
1030	CDKN2B	cyclin dependent kinase inhibitor 2B	9	gene	22002902	22009312	-
63951	DMRTA1	DMRT like family A1	9	gene	22446840	22452472	+
441389	LINC01239	long intergenic non-protein coding RNA 1239	9	gene	22646199	22824212	+
101929563	LOC101929563	uncharacterized LOC101929563	9	gene	23500689	23672397	-
1993	ELAVL2	ELAV like RNA binding protein 2	9	gene	23690102	23826063	-
100129669	IZUMO3	IZUMO family member 3	9	gene	24543213	24545674	-
286319	TUSC1	tumor suppressor candidate 1	9	gene	25676387	25678856	-
101929582	LINC01241	long intergenic non-protein coding RNA 1241	9	gene	25780054	25812966	+
100506422	LOC100506422	putative deoxyuridine 5'-triphosphate nucleotidohydrolase-like protein FLJ16323	9	gene	26066673	26118406	+
79886	CAAP1	caspase activity and apoptosis inhibitor 1	9	gene	26840683	26892826	-
9373	PLAA	phospholipase A2 activating protein	9	gene	26903368	26947471	-
80173	IFT74	intraflagellar transport 74	9	gene	26947037	27062931	+
101929602	IFT74-AS1	IFT74 antisense RNA 1	9	gene	26955778	26956305	-
64922	LRRC19	leucine rich repeat containing 19	9	gene	26993134	27005691	-
7010	TEK	TEK receptor tyrosine kinase	9	gene	27109139	27230176	+
158035	LINC00032	long intergenic non-protein coding RNA 32	9	gene	27245682	27282791	-
54586	EQTN	equatorin	9	gene	27284652	27297137	-
79817	MOB3B	MOB kinase activator 3B	9	gene	27325207	27529850	-
56832	IFNK	interferon kappa	9	gene	27524312	27526496	+
203228	C9orf72	chromosome 9 open reading frame 72	9	gene	27546544	27573864	-
158038	LINGO2	leucine rich repeat and Ig domain containing 2	9	gene	27948084	29212998	-
100126310	MIR876	microRNA 876	9	gene	28863624	28863704	-
100126316	MIR873	microRNA 873	9	gene	28888877	28888953	-
401497	LINC01242	long intergenic non-protein coding RNA 1242	9	gene	30388933	30408452	-
101929620	LINC01243	long intergenic non-protein coding RNA 1243	9	gene	31371609	31381488	-
48	ACO1	aconitase 1	9	gene	32384601	32450834	+
23586	DDX58	DExD/H-box helicase 58	9	gene	32455300	32526322	-
10210	TOPORS	TOP1 binding arginine/serine rich protein	9	gene	32540542	32552626	-
100129250	TOPORS-AS1	TOPORS antisense RNA 1	9	gene	32551142	32566858	+
4712	NDUFB6	NADH:ubiquinone oxidoreductase subunit B6	9	gene	32553524	32573182	-
138474	TAF1L	TATA-box binding protein associated factor 1 like	9	gene	32629452	32635667	-
401498	TMEM215	transmembrane protein 215	9	gene	32783497	32789199	+
54840	APTX	aprataxin	9	gene	32972604	33001639	-
3301	DNAJA1	DnaJ heat shock protein family (Hsp40) member A1	9	gene	33025201	33039905	+
55234	SMU1	DNA replication regulator and spliceosomal factor	9	gene	33041850	33076714	-
2683	B4GALT1	beta-1%2C4-galactosyltransferase 1	9	gene	33110639	33167356	-
101929639	B4GALT1-AS1	B4GALT1 antisense RNA 1	9	gene	33166946	33179981	+
27290	SPINK4	serine peptidase inhibitor%2C Kazal type 4	9	gene	33240162	33248565	+
573	BAG1	BCL2 associated athanogene 1	9	gene	33252469	33264759	-
51510	CHMP5	charged multivesicular body protein 5	9	gene	33264877	33282067	+
4799	NFX1	nuclear transcription factor%2C X-box binding 1	9	gene	33290415	33371161	+
364	AQP7	aquaporin 7	9	gene	33384948	33402680	-
360	AQP3	aquaporin 3 (Gill blood group)	9	gene	33441152	33447631	-
65083	NOL6	nucleolar protein 6	9	gene	33461351	33473941	-
102465512	MIR6851	microRNA 6851	9	gene	33467867	33467933	-
441459	ANKRD18B	ankyrin repeat domain 18B	9	gene	33524411	33573001	+
101243555	PTENP1-AS	PTENP1 antisense RNA	9	gene	33677266	33688009	+
101929688	LINC01251	long intergenic non-protein coding RNA 1251	9	gene	33732973	33738414	-
5646	PRSS3	protease%2C serine 3	9	gene	33750464	33799229	+
54926	UBE2R2	ubiquitin conjugating enzyme E2 R2	9	gene	33817182	33920401	+
55833	UBAP2	ubiquitin associated protein 2	9	gene	33921691	34048947	-
101340252	SNORD121B	small nucleolar RNA%2C C/D box 121B	9	gene	33934295	33934373	-
100113379	SNORD121A	small nucleolar RNA%2C C/D box 121A	9	gene	33952762	33952852	-
25853	DCAF12	DDB1 and CUL4 associated factor 12	9	gene	34086381	34126771	-
51271	UBAP1	ubiquitin associated protein 1	9	gene	34179003	34252521	+
347240	KIF24	kinesin family member 24	9	gene	34252378	34329198	-
318	NUDT2	nudix hydrolase 2	9	gene	34329504	34343711	+
57462	KIAA1161	KIAA1161	9	gene	34366664	34376894	-
84688	C9orf24	chromosome 9 open reading frame 24	9	gene	34379017	34397849	-
203259	FAM219A	family with sequence similarity 219 member A	9	gene	34398182	34458568	-
27019	DNAI1	dynein axonemal intermediate chain 1	9	gene	34458750	34520987	+
375704	ENHO	energy homeostasis associated	9	gene	34521040	34523037	-
1271	CNTFR	ciliary neurotrophic factor receptor	9	gene	34551430	34590138	-
415056	CNTFR-AS1	CNTFR antisense RNA 1	9	gene	34568010	34583070	+
138716	RPP25L	ribonuclease P/MRP subunit p25 like	9	gene	34610482	34612110	-
11258	DCTN3	dynactin subunit 3	9	gene	34613542	34620520	-
138715	ARID3C	AT-rich interaction domain 3C	9	gene	34621455	34628011	-
10280	SIGMAR1	sigma non-opioid intracellular receptor 1	9	gene	34634719	34637823	-
2592	GALT	galactose-1-phosphate uridylyltransferase	9	gene	34646586	34650595	+
3590	IL11RA	interleukin 11 receptor subunit alpha	9	gene	34652182	34661899	+
10850	CCL27	C-C motif chemokine ligand 27	9	gene	34661880	34662689	-
730098	LOC730098	uncharacterized LOC730098	9	gene	34664160	34666053	-
6363	CCL19	C-C motif chemokine ligand 19	9	gene	34689567	34691274	-
6366	CCL21	C-C motif chemokine ligand 21	9	gene	34709002	34710164	-
259308	FAM205A	family with sequence similarity 205 member A	9	gene	34723050	34729535	-
100129969	FAM205C	family with sequence similarity 205 member C	9	gene	34889061	34895775	-
23349	PHF24	PHD finger protein 24	9	gene	34957484	34982541	+
101926900	DNAJB5-AS1	DNAJB5 antisense RNA 1 (head to head)	9	gene	34985407	34989376	-
25822	DNAJB5	DnaJ heat shock protein family (Hsp40) member B5	9	gene	34989638	34998430	+
138724	C9orf131	chromosome 9 open reading frame 131	9	gene	35041092	35045988	+
7415	VCP	valosin containing protein	9	gene	35056065	35072739	-
2189	FANCG	Fanconi anemia complementation group G	9	gene	35073835	35080013	-
84720	PIGO	phosphatidylinositol glycan anchor biosynthesis class O	9	gene	35088685	35096598	-
30968	STOML2	stomatin like 2	9	gene	35099773	35103192	-
80256	FAM214B	family with sequence similarity 214 member B	9	gene	35104118	35115969	-
10497	UNC13B	unc-13 homolog B	9	gene	35161966	35405335	+
9853	RUSC2	RUN and SH3 domain containing 2	9	gene	35489830	35561895	+
730112	FAM166B	family with sequence similarity 166 member B	9	gene	35561827	35563896	-
7016	TESK1	testis-specific kinase 1	9	gene	35605281	35610038	+
100616214	MIR4667	microRNA 4667	9	gene	35608091	35608156	+
971	CD72	CD72 molecule	9	gene	35609976	35618424	-
101926948	LOC101926948	uncharacterized LOC101926948	9	gene	35646267	35647473	+
27240	SIT1	signaling threshold regulating transmembrane adaptor 1	9	gene	35649295	35650947	-
6023	RMRP	RNA component of mitochondrial RNA processing endoribonuclease	9	gene	35657748	35658015	-
203260	CCDC107	coiled-coil domain containing 107	9	gene	35658287	35661500	+
84904	ARHGEF39	Rho guanine nucleotide exchange factor 39	9	gene	35659341	35665278	-
768	CA9	carbonic anhydrase 9	9	gene	35673915	35681156	+
7169	TPM2	tropomyosin 2 (beta)	9	gene	35681990	35690053	-
7094	TLN1	talin 1	9	gene	35697334	35732392	-
102465513	MIR6852	microRNA 6852	9	gene	35710673	35710738	-
10488	CREB3	cAMP responsive element binding protein 3	9	gene	35732317	35737005	+
102466201	MIR6853	microRNA 6853	9	gene	35732919	35732992	+
57704	GBA2	glucosylceramidase beta 2	9	gene	35736859	35749233	-
9827	RGP1	RGP1 homolog%2C RAB6A GEF complex partner 1	9	gene	35749277	35753264	+
692094	MSMP	microseminoprotein%2C prostate associated	9	gene	35752987	35754274	-
4882	NPR2	natriuretic peptide receptor 2	9	gene	35792406	35809728	+
26206	SPAG8	sperm associated antigen 8	9	gene	35807782	35812259	-
84681	HINT2	histidine triad nucleotide binding protein 2	9	gene	35812957	35815042	-
392307	FAM221B	family with sequence similarity 221 member B	9	gene	35817014	35828744	-
51754	TMEM8B	transmembrane protein 8B	9	gene	35829222	35854844	+
92973	LINC00950	long intergenic non-protein coding RNA 950	9	gene	35860271	35865515	+
392309	OR13J1	olfactory receptor family 13 subfamily J member 1	9	gene	35869460	35870398	-
